Job Title,Company Name,Required Qualifications,Required Skills,Programming Languages,LinkedIn Profile,Company Logo,Min Salary (LPA),Max Salary (LPA)
UI/UX Designer,Company_771,B.Sc in Data Science,"SQL, Python, C++","C++, Go",https://www.linkedin.com/company/company_771,https://dummyimage.com/100x100/000/fff.png&text=Company_771,4,5
Cloud Architect,Company_772,MCA,"JavaScript, Kubernetes, Docker","Python, Java",https://www.linkedin.com/company/company_772,https://dummyimage.com/100x100/000/fff.png&text=Company_772,5,8
Data Scientist,Company_773,M.Tech in AI,"C++, SQL, Machine Learning","JavaScript, Java",https://www.linkedin.com/company/company_773,https://dummyimage.com/100x100/000/fff.png&text=Company_773,4,7
UI/UX Designer,Company_774,B.Sc in IT,"CSS, Docker, HTML","Java, Go",https://www.linkedin.com/company/company_774,https://dummyimage.com/100x100/000/fff.png&text=Company_774,5,6
Data Scientist,Company_775,MCA,"HTML, Python, JavaScript","Python, Java",https://www.linkedin.com/company/company_775,https://dummyimage.com/100x100/000/fff.png&text=Company_775,6,7
DevOps Engineer,Company_776,B.Sc in IT,"Kubernetes, AWS, Java","SQL, JavaScript",https://www.linkedin.com/company/company_776,https://dummyimage.com/100x100/000/fff.png&text=Company_776,5,6
DevOps Engineer,Company_777,PhD in Artificial Intelligence,"CSS, AWS, Node.js","Python, C++",https://www.linkedin.com/company/company_777,https://dummyimage.com/100x100/000/fff.png&text=Company_777,4,6
Software Engineer,Company_778,PhD in Artificial Intelligence,"Docker, Node.js, React","SQL, C++",https://www.linkedin.com/company/company_778,https://dummyimage.com/100x100/000/fff.png&text=Company_778,4,7
Frontend Developer,Company_779,B.Sc in IT,"CSS, Machine Learning, JavaScript","C++, JavaScript",https://www.linkedin.com/company/company_779,https://dummyimage.com/100x100/000/fff.png&text=Company_779,5,7
Data Analyst,Company_780,MCA,"Deep Learning, JavaScript, Node.js","R, C++",https://www.linkedin.com/company/company_780,https://dummyimage.com/100x100/000/fff.png&text=Company_780,5,7
Cloud Architect,Company_781,B.Tech in Computer Science,"Deep Learning, React, Docker","Python, SQL",https://www.linkedin.com/company/company_781,https://dummyimage.com/100x100/000/fff.png&text=Company_781,3,6
Frontend Developer,Company_782,MCA,"React, SQL, Kubernetes","R, JavaScript",https://www.linkedin.com/company/company_782,https://dummyimage.com/100x100/000/fff.png&text=Company_782,6,9
Data Scientist,Company_783,PhD in Artificial Intelligence,"Kubernetes, React, AWS","Scala, Ruby",https://www.linkedin.com/company/company_783,https://dummyimage.com/100x100/000/fff.png&text=Company_783,3,4
QA Engineer,Company_784,B.Sc in IT,"Docker, Machine Learning, React","C++, Ruby",https://www.linkedin.com/company/company_784,https://dummyimage.com/100x100/000/fff.png&text=Company_784,4,7
Data Analyst,Company_785,B.E. in Electronics,"C++, Machine Learning, HTML","SQL, Scala",https://www.linkedin.com/company/company_785,https://dummyimage.com/100x100/000/fff.png&text=Company_785,4,5
Machine Learning Engineer,Company_786,MCA,"Kubernetes, Java, CSS","SQL, JavaScript",https://www.linkedin.com/company/company_786,https://dummyimage.com/100x100/000/fff.png&text=Company_786,4,7
Cloud Architect,Company_787,B.E. in Electronics,"Kubernetes, C++, Python","R, Scala",https://www.linkedin.com/company/company_787,https://dummyimage.com/100x100/000/fff.png&text=Company_787,4,6
Frontend Developer,Company_788,B.Tech in Computer Science,"JavaScript, Kubernetes, Python","Go, Python",https://www.linkedin.com/company/company_788,https://dummyimage.com/100x100/000/fff.png&text=Company_788,4,6
Frontend Developer,Company_789,B.Sc in Data Science,"HTML, C++, Deep Learning","Python, Scala",https://www.linkedin.com/company/company_789,https://dummyimage.com/100x100/000/fff.png&text=Company_789,6,9
Machine Learning Engineer,Company_790,B.E. in Electronics,"Deep Learning, Java, Docker","Ruby, C++",https://www.linkedin.com/company/company_790,https://dummyimage.com/100x100/000/fff.png&text=Company_790,6,8
Software Engineer,Company_791,MCA,"React, Kubernetes, CSS","Ruby, JavaScript",https://www.linkedin.com/company/company_791,https://dummyimage.com/100x100/000/fff.png&text=Company_791,4,7
Data Scientist,Company_792,PhD in Artificial Intelligence,"React, Deep Learning, JavaScript","R, Java",https://www.linkedin.com/company/company_792,https://dummyimage.com/100x100/000/fff.png&text=Company_792,4,5
UI/UX Designer,Company_793,M.Tech in AI,"React, HTML, Node.js","R, SQL",https://www.linkedin.com/company/company_793,https://dummyimage.com/100x100/000/fff.png&text=Company_793,3,4
DevOps Engineer,Company_794,B.E. in Electronics,"Deep Learning, AWS, Machine Learning","C++, Scala",https://www.linkedin.com/company/company_794,https://dummyimage.com/100x100/000/fff.png&text=Company_794,6,7
Machine Learning Engineer,Company_795,M.Tech in AI,"JavaScript, Docker, SQL","R, Python",https://www.linkedin.com/company/company_795,https://dummyimage.com/100x100/000/fff.png&text=Company_795,5,8
Software Engineer,Company_796,M.Tech in AI,"C++, Node.js, CSS","Ruby, C++",https://www.linkedin.com/company/company_796,https://dummyimage.com/100x100/000/fff.png&text=Company_796,6,8
Machine Learning Engineer,Company_797,B.Sc in IT,"JavaScript, AWS, CSS","Ruby, JavaScript",https://www.linkedin.com/company/company_797,https://dummyimage.com/100x100/000/fff.png&text=Company_797,6,9
DevOps Engineer,Company_798,PhD in Artificial Intelligence,"Node.js, Java, JavaScript","Scala, JavaScript",https://www.linkedin.com/company/company_798,https://dummyimage.com/100x100/000/fff.png&text=Company_798,5,8
QA Engineer,Company_799,B.Sc in Data Science,"HTML, JavaScript, Node.js","Scala, Ruby",https://www.linkedin.com/company/company_799,https://dummyimage.com/100x100/000/fff.png&text=Company_799,3,6
DevOps Engineer,Company_800,B.Sc in IT,"React, CSS, Docker","Python, C++",https://www.linkedin.com/company/company_800,https://dummyimage.com/100x100/000/fff.png&text=Company_800,3,5
Data Analyst,Company_801,BCA,"JavaScript, SQL, Python","Java, Go",https://www.linkedin.com/company/company_801,https://dummyimage.com/100x100/000/fff.png&text=Company_801,3,5
UI/UX Designer,Company_802,B.Tech in Computer Science,"HTML, Machine Learning, AWS","C++, Go",https://www.linkedin.com/company/company_802,https://dummyimage.com/100x100/000/fff.png&text=Company_802,5,6
UI/UX Designer,Company_803,MCA,"Java, JavaScript, C++","SQL, JavaScript",https://www.linkedin.com/company/company_803,https://dummyimage.com/100x100/000/fff.png&text=Company_803,4,7
Software Engineer,Company_804,BCA,"Python, Machine Learning, Java","R, Go",https://www.linkedin.com/company/company_804,https://dummyimage.com/100x100/000/fff.png&text=Company_804,4,7
QA Engineer,Company_805,M.Tech in AI,"Docker, Node.js, HTML","Java, R",https://www.linkedin.com/company/company_805,https://dummyimage.com/100x100/000/fff.png&text=Company_805,4,6
Frontend Developer,Company_806,BCA,"Docker, React, JavaScript","Java, R",https://www.linkedin.com/company/company_806,https://dummyimage.com/100x100/000/fff.png&text=Company_806,3,6
QA Engineer,Company_807,M.Tech in AI,"JavaScript, C++, Python","Scala, C++",https://www.linkedin.com/company/company_807,https://dummyimage.com/100x100/000/fff.png&text=Company_807,5,7
Cloud Architect,Company_808,B.Sc in Data Science,"React, Docker, Machine Learning","Go, Java",https://www.linkedin.com/company/company_808,https://dummyimage.com/100x100/000/fff.png&text=Company_808,4,6
Backend Developer,Company_809,B.Sc in IT,"Python, Docker, Node.js","C++, Ruby",https://www.linkedin.com/company/company_809,https://dummyimage.com/100x100/000/fff.png&text=Company_809,6,8
DevOps Engineer,Company_810,B.E. in Electronics,"SQL, Deep Learning, Kubernetes","Java, Scala",https://www.linkedin.com/company/company_810,https://dummyimage.com/100x100/000/fff.png&text=Company_810,4,6
Backend Developer,Company_811,MCA,"HTML, AWS, React","C++, JavaScript",https://www.linkedin.com/company/company_811,https://dummyimage.com/100x100/000/fff.png&text=Company_811,4,7
Software Engineer,Company_812,B.Sc in Data Science,"Kubernetes, Python, Java","C++, Scala",https://www.linkedin.com/company/company_812,https://dummyimage.com/100x100/000/fff.png&text=Company_812,5,8
Backend Developer,Company_813,MCA,"Machine Learning, Docker, Kubernetes","R, Ruby",https://www.linkedin.com/company/company_813,https://dummyimage.com/100x100/000/fff.png&text=Company_813,3,5
UI/UX Designer,Company_814,MCA,"Docker, React, Java","C++, SQL",https://www.linkedin.com/company/company_814,https://dummyimage.com/100x100/000/fff.png&text=Company_814,6,8
DevOps Engineer,Company_815,BCA,"JavaScript, Python, React","SQL, R",https://www.linkedin.com/company/company_815,https://dummyimage.com/100x100/000/fff.png&text=Company_815,4,6
Cloud Architect,Company_816,BCA,"Node.js, JavaScript, AWS","Python, C++",https://www.linkedin.com/company/company_816,https://dummyimage.com/100x100/000/fff.png&text=Company_816,5,6
Frontend Developer,Company_817,PhD in Artificial Intelligence,"JavaScript, Node.js, Deep Learning","Python, Go",https://www.linkedin.com/company/company_817,https://dummyimage.com/100x100/000/fff.png&text=Company_817,5,6
QA Engineer,Company_818,B.Sc in IT,"HTML, Python, Machine Learning","Scala, Go",https://www.linkedin.com/company/company_818,https://dummyimage.com/100x100/000/fff.png&text=Company_818,4,5
Machine Learning Engineer,Company_819,BCA,"HTML, Machine Learning, Node.js","Go, R",https://www.linkedin.com/company/company_819,https://dummyimage.com/100x100/000/fff.png&text=Company_819,6,8
UI/UX Designer,Company_820,PhD in Artificial Intelligence,"Kubernetes, AWS, Docker","JavaScript, R",https://www.linkedin.com/company/company_820,https://dummyimage.com/100x100/000/fff.png&text=Company_820,6,7
Data Scientist,Company_821,PhD in Artificial Intelligence,"JavaScript, C++, Docker","Python, R",https://www.linkedin.com/company/company_821,https://dummyimage.com/100x100/000/fff.png&text=Company_821,4,6
Cloud Architect,Company_822,B.Sc in IT,"Python, C++, React","Ruby, JavaScript",https://www.linkedin.com/company/company_822,https://dummyimage.com/100x100/000/fff.png&text=Company_822,3,5
UI/UX Designer,Company_823,B.Sc in IT,"Node.js, CSS, Python","Scala, R",https://www.linkedin.com/company/company_823,https://dummyimage.com/100x100/000/fff.png&text=Company_823,3,5
Frontend Developer,Company_824,M.Tech in AI,"Deep Learning, JavaScript, AWS","JavaScript, C++",https://www.linkedin.com/company/company_824,https://dummyimage.com/100x100/000/fff.png&text=Company_824,4,6
Data Analyst,Company_825,PhD in Artificial Intelligence,"Deep Learning, JavaScript, Kubernetes","Ruby, Go",https://www.linkedin.com/company/company_825,https://dummyimage.com/100x100/000/fff.png&text=Company_825,5,7
Cloud Architect,Company_826,B.Sc in Data Science,"Node.js, Machine Learning, C++","R, JavaScript",https://www.linkedin.com/company/company_826,https://dummyimage.com/100x100/000/fff.png&text=Company_826,4,6
Cloud Architect,Company_827,B.E. in Electronics,"Kubernetes, Python, AWS","Ruby, Java",https://www.linkedin.com/company/company_827,https://dummyimage.com/100x100/000/fff.png&text=Company_827,4,7
UI/UX Designer,Company_828,B.E. in Electronics,"CSS, AWS, Kubernetes","Python, Go",https://www.linkedin.com/company/company_828,https://dummyimage.com/100x100/000/fff.png&text=Company_828,3,5
Cloud Architect,Company_829,PhD in Artificial Intelligence,"C++, Node.js, Python","R, Go",https://www.linkedin.com/company/company_829,https://dummyimage.com/100x100/000/fff.png&text=Company_829,6,7
Cloud Architect,Company_830,B.E. in Electronics,"SQL, C++, Kubernetes","Java, Python",https://www.linkedin.com/company/company_830,https://dummyimage.com/100x100/000/fff.png&text=Company_830,3,4
DevOps Engineer,Company_831,M.Tech in AI,"HTML, Kubernetes, C++","C++, JavaScript",https://www.linkedin.com/company/company_831,https://dummyimage.com/100x100/000/fff.png&text=Company_831,6,9
Data Analyst,Company_832,B.Sc in Data Science,"Java, JavaScript, Python","Ruby, Python",https://www.linkedin.com/company/company_832,https://dummyimage.com/100x100/000/fff.png&text=Company_832,6,8
Data Scientist,Company_833,B.Sc in IT,"React, JavaScript, Deep Learning","Scala, R",https://www.linkedin.com/company/company_833,https://dummyimage.com/100x100/000/fff.png&text=Company_833,3,5
Data Analyst,Company_834,BCA,"Python, CSS, SQL","JavaScript, Scala",https://www.linkedin.com/company/company_834,https://dummyimage.com/100x100/000/fff.png&text=Company_834,6,8
Backend Developer,Company_835,M.Tech in AI,"React, Kubernetes, Machine Learning","Python, C++",https://www.linkedin.com/company/company_835,https://dummyimage.com/100x100/000/fff.png&text=Company_835,6,9
Data Analyst,Company_836,B.E. in Electronics,"Kubernetes, Python, HTML","Scala, SQL",https://www.linkedin.com/company/company_836,https://dummyimage.com/100x100/000/fff.png&text=Company_836,6,8
DevOps Engineer,Company_837,BCA,"Machine Learning, Deep Learning, React","Python, C++",https://www.linkedin.com/company/company_837,https://dummyimage.com/100x100/000/fff.png&text=Company_837,3,6
Frontend Developer,Company_838,PhD in Artificial Intelligence,"Machine Learning, Java, Node.js","JavaScript, C++",https://www.linkedin.com/company/company_838,https://dummyimage.com/100x100/000/fff.png&text=Company_838,5,8
UI/UX Designer,Company_839,BCA,"CSS, SQL, HTML","Scala, Go",https://www.linkedin.com/company/company_839,https://dummyimage.com/100x100/000/fff.png&text=Company_839,6,7
Cloud Architect,Company_840,M.Tech in AI,"HTML, React, Java","SQL, Java",https://www.linkedin.com/company/company_840,https://dummyimage.com/100x100/000/fff.png&text=Company_840,5,7
Machine Learning Engineer,Company_841,B.Sc in IT,"Python, AWS, Docker","JavaScript, Java",https://www.linkedin.com/company/company_841,https://dummyimage.com/100x100/000/fff.png&text=Company_841,6,8
Cloud Architect,Company_842,PhD in Artificial Intelligence,"Docker, Kubernetes, JavaScript","Scala, SQL",https://www.linkedin.com/company/company_842,https://dummyimage.com/100x100/000/fff.png&text=Company_842,6,9
UI/UX Designer,Company_843,M.Tech in AI,"Deep Learning, CSS, Machine Learning","Ruby, Scala",https://www.linkedin.com/company/company_843,https://dummyimage.com/100x100/000/fff.png&text=Company_843,4,6
UI/UX Designer,Company_844,B.Sc in Data Science,"Docker, AWS, Node.js","JavaScript, Ruby",https://www.linkedin.com/company/company_844,https://dummyimage.com/100x100/000/fff.png&text=Company_844,3,5
Data Scientist,Company_845,B.Sc in IT,"Deep Learning, Node.js, Machine Learning","Java, R",https://www.linkedin.com/company/company_845,https://dummyimage.com/100x100/000/fff.png&text=Company_845,6,7
QA Engineer,Company_846,B.Sc in Data Science,"Node.js, CSS, C++","Ruby, C++",https://www.linkedin.com/company/company_846,https://dummyimage.com/100x100/000/fff.png&text=Company_846,6,7
UI/UX Designer,Company_847,B.E. in Electronics,"Deep Learning, SQL, AWS","SQL, Go",https://www.linkedin.com/company/company_847,https://dummyimage.com/100x100/000/fff.png&text=Company_847,6,7
Frontend Developer,Company_848,B.Sc in Data Science,"Node.js, Python, SQL","Go, SQL",https://www.linkedin.com/company/company_848,https://dummyimage.com/100x100/000/fff.png&text=Company_848,6,8
Data Scientist,Company_849,B.Sc in IT,"Docker, CSS, HTML","Java, Go",https://www.linkedin.com/company/company_849,https://dummyimage.com/100x100/000/fff.png&text=Company_849,3,5
Cloud Architect,Company_850,B.E. in Electronics,"AWS, Kubernetes, Java","Python, Go",https://www.linkedin.com/company/company_850,https://dummyimage.com/100x100/000/fff.png&text=Company_850,4,7
Software Engineer,Company_851,BCA,"Docker, React, Machine Learning","JavaScript, Python",https://www.linkedin.com/company/company_851,https://dummyimage.com/100x100/000/fff.png&text=Company_851,3,4
Cloud Architect,Company_852,B.E. in Electronics,"JavaScript, Python, React","C++, Java",https://www.linkedin.com/company/company_852,https://dummyimage.com/100x100/000/fff.png&text=Company_852,5,8
UI/UX Designer,Company_853,B.Sc in Data Science,"Node.js, AWS, Deep Learning","SQL, Python",https://www.linkedin.com/company/company_853,https://dummyimage.com/100x100/000/fff.png&text=Company_853,5,7
Software Engineer,Company_854,BCA,"Java, CSS, C++","Ruby, SQL",https://www.linkedin.com/company/company_854,https://dummyimage.com/100x100/000/fff.png&text=Company_854,6,7
Backend Developer,Company_855,M.Tech in AI,"CSS, SQL, React","Ruby, Java",https://www.linkedin.com/company/company_855,https://dummyimage.com/100x100/000/fff.png&text=Company_855,6,8
QA Engineer,Company_856,B.Sc in Data Science,"C++, Node.js, React","Scala, Java",https://www.linkedin.com/company/company_856,https://dummyimage.com/100x100/000/fff.png&text=Company_856,6,8
QA Engineer,Company_857,B.E. in Electronics,"JavaScript, Node.js, Kubernetes","Scala, SQL",https://www.linkedin.com/company/company_857,https://dummyimage.com/100x100/000/fff.png&text=Company_857,6,8
Data Scientist,Company_858,B.Sc in IT,"Docker, Machine Learning, Python","JavaScript, C++",https://www.linkedin.com/company/company_858,https://dummyimage.com/100x100/000/fff.png&text=Company_858,3,4
DevOps Engineer,Company_859,PhD in Artificial Intelligence,"Java, Docker, Deep Learning","Python, C++",https://www.linkedin.com/company/company_859,https://dummyimage.com/100x100/000/fff.png&text=Company_859,3,6
QA Engineer,Company_860,B.Sc in Data Science,"Deep Learning, HTML, Docker","Go, JavaScript",https://www.linkedin.com/company/company_860,https://dummyimage.com/100x100/000/fff.png&text=Company_860,5,6
UI/UX Designer,Company_861,B.Sc in IT,"Deep Learning, JavaScript, AWS","Java, C++",https://www.linkedin.com/company/company_861,https://dummyimage.com/100x100/000/fff.png&text=Company_861,6,8
Frontend Developer,Company_862,B.Tech in Computer Science,"React, C++, Kubernetes","Java, JavaScript",https://www.linkedin.com/company/company_862,https://dummyimage.com/100x100/000/fff.png&text=Company_862,6,8
DevOps Engineer,Company_863,B.Sc in IT,"Deep Learning, Machine Learning, SQL","C++, SQL",https://www.linkedin.com/company/company_863,https://dummyimage.com/100x100/000/fff.png&text=Company_863,4,5
Cloud Architect,Company_864,B.Sc in IT,"Machine Learning, Python, SQL","Scala, Java",https://www.linkedin.com/company/company_864,https://dummyimage.com/100x100/000/fff.png&text=Company_864,3,4
Cloud Architect,Company_865,PhD in Artificial Intelligence,"SQL, Java, C++","Java, Ruby",https://www.linkedin.com/company/company_865,https://dummyimage.com/100x100/000/fff.png&text=Company_865,4,7
Software Engineer,Company_866,B.Tech in Computer Science,"JavaScript, Deep Learning, CSS","Python, R",https://www.linkedin.com/company/company_866,https://dummyimage.com/100x100/000/fff.png&text=Company_866,6,8
Cloud Architect,Company_867,B.Tech in Computer Science,"Java, React, Python","Java, Python",https://www.linkedin.com/company/company_867,https://dummyimage.com/100x100/000/fff.png&text=Company_867,5,6
Cloud Architect,Company_868,B.Sc in Data Science,"Machine Learning, React, AWS","SQL, Java",https://www.linkedin.com/company/company_868,https://dummyimage.com/100x100/000/fff.png&text=Company_868,3,6
QA Engineer,Company_869,M.Tech in AI,"JavaScript, CSS, Deep Learning","Go, JavaScript",https://www.linkedin.com/company/company_869,https://dummyimage.com/100x100/000/fff.png&text=Company_869,5,6
UI/UX Designer,Company_870,B.E. in Electronics,"CSS, AWS, HTML","R, Ruby",https://www.linkedin.com/company/company_870,https://dummyimage.com/100x100/000/fff.png&text=Company_870,5,7
Machine Learning Engineer,Company_871,M.Tech in AI,"Deep Learning, SQL, Docker","Python, Java",https://www.linkedin.com/company/company_871,https://dummyimage.com/100x100/000/fff.png&text=Company_871,3,6
Backend Developer,Company_872,BCA,"HTML, AWS, Java","C++, Java",https://www.linkedin.com/company/company_872,https://dummyimage.com/100x100/000/fff.png&text=Company_872,3,5
Software Engineer,Company_873,M.Tech in AI,"C++, Python, Docker","C++, SQL",https://www.linkedin.com/company/company_873,https://dummyimage.com/100x100/000/fff.png&text=Company_873,3,6
Software Engineer,Company_874,B.Tech in Computer Science,"C++, Kubernetes, Python","Go, C++",https://www.linkedin.com/company/company_874,https://dummyimage.com/100x100/000/fff.png&text=Company_874,4,6
QA Engineer,Company_875,B.Sc in Data Science,"Deep Learning, Python, HTML","Python, Scala",https://www.linkedin.com/company/company_875,https://dummyimage.com/100x100/000/fff.png&text=Company_875,3,6
Data Analyst,Company_876,B.Sc in Data Science,"C++, Kubernetes, SQL","Ruby, SQL",https://www.linkedin.com/company/company_876,https://dummyimage.com/100x100/000/fff.png&text=Company_876,5,7
Cloud Architect,Company_877,BCA,"React, Java, Node.js","Python, SQL",https://www.linkedin.com/company/company_877,https://dummyimage.com/100x100/000/fff.png&text=Company_877,6,8
DevOps Engineer,Company_878,B.Sc in IT,"AWS, CSS, JavaScript","Go, Scala",https://www.linkedin.com/company/company_878,https://dummyimage.com/100x100/000/fff.png&text=Company_878,5,6
Cloud Architect,Company_879,B.Sc in Data Science,"CSS, AWS, Deep Learning","SQL, C++",https://www.linkedin.com/company/company_879,https://dummyimage.com/100x100/000/fff.png&text=Company_879,5,8
Software Engineer,Company_880,PhD in Artificial Intelligence,"Machine Learning, HTML, JavaScript","Ruby, Go",https://www.linkedin.com/company/company_880,https://dummyimage.com/100x100/000/fff.png&text=Company_880,5,8
Software Engineer,Company_881,B.Tech in Computer Science,"AWS, HTML, C++","JavaScript, R",https://www.linkedin.com/company/company_881,https://dummyimage.com/100x100/000/fff.png&text=Company_881,6,8
Cloud Architect,Company_882,B.Tech in Computer Science,"HTML, Python, Machine Learning","Ruby, Go",https://www.linkedin.com/company/company_882,https://dummyimage.com/100x100/000/fff.png&text=Company_882,3,4
UI/UX Designer,Company_883,M.Tech in AI,"Docker, Kubernetes, Node.js","Python, Go",https://www.linkedin.com/company/company_883,https://dummyimage.com/100x100/000/fff.png&text=Company_883,4,7
Machine Learning Engineer,Company_884,B.Sc in Data Science,"Deep Learning, C++, SQL","R, C++",https://www.linkedin.com/company/company_884,https://dummyimage.com/100x100/000/fff.png&text=Company_884,3,6
Data Scientist,Company_885,B.Sc in IT,"Node.js, Docker, Kubernetes","JavaScript, Ruby",https://www.linkedin.com/company/company_885,https://dummyimage.com/100x100/000/fff.png&text=Company_885,6,7
Machine Learning Engineer,Company_886,PhD in Artificial Intelligence,"JavaScript, CSS, Node.js","JavaScript, Java",https://www.linkedin.com/company/company_886,https://dummyimage.com/100x100/000/fff.png&text=Company_886,5,6
QA Engineer,Company_887,BCA,"C++, Machine Learning, Java","Python, R",https://www.linkedin.com/company/company_887,https://dummyimage.com/100x100/000/fff.png&text=Company_887,6,8
Data Scientist,Company_888,B.Sc in IT,"Java, JavaScript, HTML","Scala, JavaScript",https://www.linkedin.com/company/company_888,https://dummyimage.com/100x100/000/fff.png&text=Company_888,3,4
Frontend Developer,Company_889,B.Sc in Data Science,"Java, AWS, Machine Learning","Ruby, JavaScript",https://www.linkedin.com/company/company_889,https://dummyimage.com/100x100/000/fff.png&text=Company_889,6,8
Backend Developer,Company_890,BCA,"Python, Node.js, Machine Learning","SQL, Java",https://www.linkedin.com/company/company_890,https://dummyimage.com/100x100/000/fff.png&text=Company_890,3,4
DevOps Engineer,Company_891,M.Tech in AI,"Deep Learning, Kubernetes, Node.js","R, SQL",https://www.linkedin.com/company/company_891,https://dummyimage.com/100x100/000/fff.png&text=Company_891,4,5
Data Scientist,Company_892,B.Sc in Data Science,"Deep Learning, Python, C++","SQL, Java",https://www.linkedin.com/company/company_892,https://dummyimage.com/100x100/000/fff.png&text=Company_892,4,5
UI/UX Designer,Company_893,B.Sc in IT,"CSS, Python, Deep Learning","C++, Ruby",https://www.linkedin.com/company/company_893,https://dummyimage.com/100x100/000/fff.png&text=Company_893,3,5
UI/UX Designer,Company_894,PhD in Artificial Intelligence,"AWS, Machine Learning, React","C++, Scala",https://www.linkedin.com/company/company_894,https://dummyimage.com/100x100/000/fff.png&text=Company_894,4,7
Cloud Architect,Company_895,B.Sc in IT,"CSS, Java, Machine Learning","R, JavaScript",https://www.linkedin.com/company/company_895,https://dummyimage.com/100x100/000/fff.png&text=Company_895,5,8
Data Scientist,Company_896,M.Tech in AI,"Kubernetes, Deep Learning, C++","Go, Scala",https://www.linkedin.com/company/company_896,https://dummyimage.com/100x100/000/fff.png&text=Company_896,3,5
QA Engineer,Company_897,PhD in Artificial Intelligence,"Kubernetes, Java, Machine Learning","R, Ruby",https://www.linkedin.com/company/company_897,https://dummyimage.com/100x100/000/fff.png&text=Company_897,6,8
QA Engineer,Company_898,B.E. in Electronics,"Python, Node.js, SQL","R, Scala",https://www.linkedin.com/company/company_898,https://dummyimage.com/100x100/000/fff.png&text=Company_898,5,6
Machine Learning Engineer,Company_899,B.Sc in IT,"Java, Kubernetes, C++","JavaScript, Scala",https://www.linkedin.com/company/company_899,https://dummyimage.com/100x100/000/fff.png&text=Company_899,3,5
Backend Developer,Company_900,B.E. in Electronics,"AWS, HTML, Kubernetes","SQL, Go",https://www.linkedin.com/company/company_900,https://dummyimage.com/100x100/000/fff.png&text=Company_900,3,4
Data Scientist,Company_901,B.Sc in Data Science,"HTML, Java, Deep Learning","JavaScript, SQL",https://www.linkedin.com/company/company_901,https://dummyimage.com/100x100/000/fff.png&text=Company_901,4,5
Machine Learning Engineer,Company_902,B.Sc in IT,"AWS, Machine Learning, Deep Learning","SQL, C++",https://www.linkedin.com/company/company_902,https://dummyimage.com/100x100/000/fff.png&text=Company_902,4,5
UI/UX Designer,Company_903,PhD in Artificial Intelligence,"React, Kubernetes, Docker","Java, Scala",https://www.linkedin.com/company/company_903,https://dummyimage.com/100x100/000/fff.png&text=Company_903,4,6
Data Analyst,Company_904,B.Sc in Data Science,"Python, Docker, Kubernetes","SQL, JavaScript",https://www.linkedin.com/company/company_904,https://dummyimage.com/100x100/000/fff.png&text=Company_904,3,4
Data Scientist,Company_905,B.Tech in Computer Science,"HTML, Kubernetes, Docker","Ruby, Scala",https://www.linkedin.com/company/company_905,https://dummyimage.com/100x100/000/fff.png&text=Company_905,6,9
Machine Learning Engineer,Company_906,B.Sc in IT,"Java, Machine Learning, Node.js","Ruby, R",https://www.linkedin.com/company/company_906,https://dummyimage.com/100x100/000/fff.png&text=Company_906,4,5
Machine Learning Engineer,Company_907,B.Tech in Computer Science,"Deep Learning, C++, Java","Scala, Java",https://www.linkedin.com/company/company_907,https://dummyimage.com/100x100/000/fff.png&text=Company_907,4,7
Machine Learning Engineer,Company_908,B.E. in Electronics,"SQL, JavaScript, React","Scala, Java",https://www.linkedin.com/company/company_908,https://dummyimage.com/100x100/000/fff.png&text=Company_908,4,5
Frontend Developer,Company_909,B.E. in Electronics,"Docker, HTML, Python","Scala, Python",https://www.linkedin.com/company/company_909,https://dummyimage.com/100x100/000/fff.png&text=Company_909,4,6
Machine Learning Engineer,Company_910,B.Sc in IT,"React, Kubernetes, C++","Ruby, C++",https://www.linkedin.com/company/company_910,https://dummyimage.com/100x100/000/fff.png&text=Company_910,3,4
Data Scientist,Company_911,B.E. in Electronics,"Deep Learning, AWS, JavaScript","Java, JavaScript",https://www.linkedin.com/company/company_911,https://dummyimage.com/100x100/000/fff.png&text=Company_911,6,7
Backend Developer,Company_912,B.Tech in Computer Science,"Node.js, React, CSS","R, SQL",https://www.linkedin.com/company/company_912,https://dummyimage.com/100x100/000/fff.png&text=Company_912,3,6
Backend Developer,Company_913,MCA,"CSS, React, Java","R, C++",https://www.linkedin.com/company/company_913,https://dummyimage.com/100x100/000/fff.png&text=Company_913,5,8
DevOps Engineer,Company_914,M.Tech in AI,"React, JavaScript, Python","Scala, Python",https://www.linkedin.com/company/company_914,https://dummyimage.com/100x100/000/fff.png&text=Company_914,5,6
Software Engineer,Company_915,B.Sc in IT,"C++, Python, Machine Learning","Go, R",https://www.linkedin.com/company/company_915,https://dummyimage.com/100x100/000/fff.png&text=Company_915,5,8
Machine Learning Engineer,Company_916,B.Sc in IT,"Java, Machine Learning, SQL","C++, Java",https://www.linkedin.com/company/company_916,https://dummyimage.com/100x100/000/fff.png&text=Company_916,4,6
Machine Learning Engineer,Company_917,PhD in Artificial Intelligence,"Kubernetes, Deep Learning, React","Python, C++",https://www.linkedin.com/company/company_917,https://dummyimage.com/100x100/000/fff.png&text=Company_917,5,6
Data Analyst,Company_918,B.Sc in IT,"Java, CSS, Deep Learning","Python, C++",https://www.linkedin.com/company/company_918,https://dummyimage.com/100x100/000/fff.png&text=Company_918,5,7
